codCurso,Curso,Vagas,codInst
9118,Engenharia Industrial,25,0,25,3053
9119,Engenharia Informática,50,21,50,3053
9248,Tecnologias da Informação e Multimédia,30,1,30,3053
9147,Gestão,35,8,35,3054
9173,Gestão Hoteleira,35,21,35,3054
9177,Gestão Turística,25,7,25,3054
9242,Solicitadoria,40,28,40,3054
L021,Gestão Comercial,30,1,30,3054
9725,Design de Interiores e Equipamento,42,43,42,3055
9726,Design de Moda e Têxtil,35,36,35,3055
L158,Design de Comunicação e Audiovisual,42,43,42,3055
9016,Biotecnologia,44,44,44,3061
9619,Engenharia Agro-Pecuária,34,5,34,3061
9673,Agricultura Biológica,20,2,20,3061
L009,Ciências Florestais e Recursos Naturais,20,2,20,3061
L015,Tecnologia Alimentar,27,11,27,3061
